text,department,urgency
"The bus driver told me I couldn't board because the bus was ""full,"" but I could clearly see several empty seats in the back. I think he just wanted to leave early.",Transport,Medium
Someone left a bag of groceries on the bus. There are perishables like milk and eggs in there. It’s been sitting there since the 11:00 AM run.,Transport,Low
I missed my graduation ceremony because the special event shuttle never arrived at the designated parking lot. I am beyond devastated and want to know why there was no backup plan.,Transport,High
The seats on the new buses are very narrow. It’s quite uncomfortable when the bus is full and you're squeezed in between two other people.,Transport,Low
My bus pass stopped working after I put it near my phone. Is there a way to get a replacement without paying the $20 fee since it's just a technical error?,Transport,Medium
The driver of the afternoon shuttle was yelling at a student for asking a simple question about the route. It was very aggressive and uncalled for.,Transport,Medium
The bus stop at the North End is obscured by overgrown bushes. Drivers can't see students waiting there and often drive right past.,Transport,Low
There was a group of people drinking alcohol on the bus last night. They were being loud and spilling drinks on the seats. The driver didn't seem to care.,Transport,High
The shuttle frequency during the summer term is way too low. Waiting 40 minutes for a bus when it's 100 degrees outside is miserable.,Transport,Medium
"I found a set of car keys on the 9:00 AM bus. They have a Toyota keychain. I gave them to the driver, just letting the office know in case someone calls.",Transport,Low
The 5:30 PM bus is always late because of the traffic at the main intersection. Maybe the route could be changed to avoid that light?,Transport,Low
The driver didn't wait for me to get off the bus and closed the door on my arm. I have a huge bruise and it really hurts. This is incredibly dangerous.,Transport,High
I was waiting for the bus for 30 minutes and then two buses arrived at the exact same time. This happens almost every day. The spacing needs to be better.,Transport,Medium
The bus stop near the library is always full of trash. It would be nice if there was a bigger bin there that got emptied more often.,Transport,Low
I saw a student's backpack get caught in the bus door as it was pulling away. The driver didn't notice until we all started screaming. We need better sensors on those doors.,Transport,High
"The shuttle service to the off-campus housing is very unreliable. Sometimes it comes, sometimes it doesn't. We pay a lot for this and expect better.",Transport,Medium
Can we get some posters on the bus about basic etiquette? Like letting people off before boarding and not playing music without headphones.,Transport,Low
The bus driver was speeding in a school zone near the campus daycare. There were kids everywhere and he was going at least 40 in a 20 zone.,Transport,High
The AC in the bus is so cold that I have to bring a jacket even when it's hot outside. Can the temperature be set to something more reasonable?,Transport,Low
"The bus driver missed my stop even though I pulled the cord well in advance. When I told him, he just shrugged and told me to get off at the next one.",Transport,Medium
I left my lab notebook on the bus yesterday. It has all my data for my thesis. I am desperate to find it. Please let me know if it’s in the lost and found.,Transport,High
The shuttle stop at the student union is always crowded and there's no clear line. It’s just a mass of people shoving to get on. We need some railings to organize the queue.,Transport,Low
The 6:00 PM bus is consistently overcrowded. People are standing in the stairwells which is a safety risk. We need a larger bus for this time slot.,Transport,Medium
"The bus driver was making very sharp turns and several people fell out of their seats. He's driving like he's in a race, not carrying students.",Transport,High
Is there a way to get a shuttle to the train station on Friday afternoons? A lot of us go home for the weekend and it would be much easier than taking a taxi.,Transport,Low
The bus driver refused to lower the bus for an elderly visitor who was struggling to get up the steps. It was very heartless and unnecessary.,Transport,Medium
The 7:00 AM bus has a very loud engine noise that sounds like something is rattling around inside. It’s been like this for a month.,Transport,Low
I missed my final project submission because the bus driver took a wrong turn and got stuck in a dead-end street for 30 minutes. My professor won't accept the late work.,Transport,High
"I noticed that the lock on the side door of the humanities building doesn't click shut properly. Anyone can just walk in without swiping their ID card, even after hours.",Security / Discipline,Medium
There is a group of people at the library entrance who are being very loud and making it hard to study. They’ve been there for two hours and don't seem to be students.,Security / Discipline,Low
Help! A fight just broke out in the courtyard between two guys and one of them looks like he’s seriously hurt. There is blood on the pavement and nobody is stepping in to stop it. Please send someone right now!,Security / Discipline,High
"I think I left my wallet in the cafeteria around 12:30 PM. It’s a small black cardholder with my student ID and some cash. If anyone turned it in, please let me know.",Security / Discipline,Low
Someone has been following me from the lab to my dorm for the past three nights. They stay about twenty feet back and hide whenever I turn around. I’m terrified to walk home alone tonight and I'm currently hiding in the lobby.,Security / Discipline,High
"My bike was stolen from the racks outside the science block. I locked it at 9:00 AM and when I came back at 3:00 PM, the lock was cut and the bike was gone. This is the second time this month I've seen a cut lock there.",Security / Discipline,Medium
I’d like to suggest putting more mirrors in the corners of the parking garage stairwells. It’s very hard to see if someone is coming around the bend and it feels a bit sketchy at night.,Security / Discipline,Low
"Someone is currently trying to kick down the door of my dorm room. I’m locked inside and I don't know who it is but they are screaming threats. Please get here fast, I think the wood is starting to splinter.",Security / Discipline,High
There are students smoking in the non-smoking zone near the gymnasium. The smoke drifts right into the vents and makes the whole locker room smell. It’s a violation of the campus health code.,Security / Discipline,Low
I witnessed a student being harassed and bullied by a group near the fountain. They were filming it and laughing while the person was crying. It didn’t look like a joke at all and felt very malicious.,Security / Discipline,High
My laptop was taken from my desk in the library when I went to the restroom for five minutes. I have my final thesis on there and no backup. Is there any way to check the camera footage for that floor?,Security / Discipline,Medium
"There is a very suspicious bag left unattended under the bench at the main bus stop. It’s been there for over an hour and I haven't seen anyone claim it. Given the current safety protocols, I thought I should report it.",Security / Discipline,High
Can we get more regular patrols around the back of the auditorium? It’s very dark back there and I’ve seen people who don't look like students hanging out and drinking late at night.,Security / Discipline,Medium
I saw some graffiti on the wall of the new arts building. It looks like it was done with permanent marker. It would be good to get it cleaned off before more people add to it.,Security / Discipline,Low
I am trapped in the elevator in the Engineering block. The emergency button isn't working and it’s starting to get really hot in here. I’ve been stuck for 20 minutes and I'm starting to panic.,Security / Discipline,High
Someone is selling what looks like exam answer keys in the student lounge. They are charging fifty dollars and targeting freshmen. This seems like a major breach of academic integrity.,Security / Discipline,Medium
The streetlights on the path leading to the North dorms are all flickering or completely out. It’s pitch black at night and I’ve seen people tripping on the uneven pavement.,Security / Discipline,Medium
"I found a set of keys near the sports field. They have a ""Class of 2024"" keychain. I've left them with the front desk but wanted to make sure there's a record in case the owner calls.",Security / Discipline,Low
I just saw someone climb through a window on the first floor of the girls' hostel. They were wearing a hoodie and definitely didn't look like they lived there. This happened about two minutes ago.,Security / Discipline,High
"My roommate is bringing unauthorized guests into our room every single night and they stay until 4:00 AM. It’s making it impossible for me to sleep or study, and it’s against our housing contract.",Security / Discipline,Medium
There’s a drone flying very low near the dormitory windows. It feels like a huge invasion of privacy as it’s clearly recording inside the rooms. Can we have a policy on drone usage over living areas?,Security / Discipline,Low
I was just mugged at knifepoint behind the cafeteria. The person took my phone and my bag and ran towards the woods. I’m shaken up but not physically injured. Please send help.,Security / Discipline,High
Someone has been scratching cars in the faculty parking lot. I found a long key mark on my passenger door this afternoon. This is the third car I've seen with similar damage this week.,Security / Discipline,Medium
I’d like to report a broken window in the basement of the old library. It looks like someone threw a rock through it. It’s a safety hazard because of the glass on the floor.,Security / Discipline,Low
"There is a massive party happening in Room 402 of Block B. There are at least 50 people in a room meant for four, and they are throwing bottles off the balcony. Someone is going to get hit.",Security / Discipline,High
I suspect my lab partner is stealing chemicals from the supply closet. I saw them putting glass vials into their backpack when they thought I wasn't looking. This is dangerous and illegal.,Security / Discipline,Medium
"The emergency blue light phone near the lake doesn't seem to be working. I tried to test it because the light was out, and there was no dial tone or response. This is a major safety risk if someone is in trouble.",Security / Discipline,High
"Could we have a workshop on basic self-defense for students? With the recent increase in petty thefts around campus, I think a lot of people would feel more confident if they knew some basic moves.",Security / Discipline,Low
Someone is using a fake ID to get into the campus bar. I saw them showing it to the staff and it was clearly not them. I don't want the university to get in trouble for underage drinking.,Security / Discipline,Low
I’m being blackmailed by an ex-partner who says they will release private photos of me on the university Discord server if I don't give them money. I don't know who to talk to about this.,Security / Discipline,High
"The fire exit in the basement of the chemistry lab is blocked by a bunch of old crates and equipment. If there was a fire, we wouldn't be able to get out. Please clear this immediately.",Security / Discipline,High
I’ve noticed a lot of non-students using the campus gym lately. They don't have badges and they are taking up all the equipment that we pay for with our tuition. Can we have stricter entrance checks?,Security / Discipline,Low
"My locker in the gym was broken into today. My watch and my wallet are gone. I thought those lockers were supposed to be secure, but the door was just pried open.",Security / Discipline,Medium
There is a stray dog on campus that looks very aggressive. It’s been growling at people walking to the dining hall and I’m worried it might bite a student who isn't paying attention.,Security / Discipline,Medium
"I’m getting anonymous, threatening emails to my student account. They contain my home address and details about my daily schedule. I feel like I'm being stalked and I'm scared to leave my room.",Security / Discipline,High
I’d like to report that the vending machine in the student union has been tampered with. The coin slot is jammed with something and it looks like someone tried to pry the front panel off.,Security / Discipline,Low
There’s a strong smell of gas in the hallway of the physics building. It’s getting stronger and making people feel dizzy. We need an evacuation and a check of the lines right now.,Security / Discipline,High
"I saw someone trying to pick the lock on a parked scooter near the main gate. When they saw me, they tucked a tool into their pocket and walked away quickly toward the city side.",Security / Discipline,Medium
The back gate of the university is often left propped open with a rock so people can get in without their IDs. This completely defeats the purpose of having a fenced campus.,Security / Discipline,Medium
"I lost my prescription glasses near the track field. They are in a red case. If they’ve been found, please let me know as I literally can't see my lectures without them.",Security / Discipline,Low
"There is an intruder in our dorm building. A man who doesn't live here is wandering the halls and knocking on doors asking for ""the girl in the photo."" He looks very agitated and is shouting.",Security / Discipline,High
Some students are using the roof of the library as a hangout spot. I saw them climbing up the fire escape earlier. It’s a long drop and they are sitting right on the edge.,Security / Discipline,Medium
I’d like to report a case of identity theft. Someone is using my student credentials to access the lab equipment and I’m getting billed for materials I never used. I need my account locked.,Security / Discipline,Medium
"I noticed that the CCTV camera in the East parking lot has been spray-painted over. It’s been like that for two days, which means that whole area is currently unmonitored.",Security / Discipline,Medium
A student is being held against their will in a car in the south parking lot. I saw them struggling and shouting for help as the car drove off. The plate started with XYZ. Please help!,Security / Discipline,High
"The ""Authorized Personnel Only"" door in the server room was left wide open today. There was nobody inside and all the hardware was exposed. This seems like a huge security oversight.",Security / Discipline,Medium
"I think it would be a good idea to have more ""Safe Walk"" volunteers available during finals week. The library stays open 24/7 but many people are afraid to walk back to their cars at 4:00 AM.",Security / Discipline,Low
I saw a student handing out flyers for an illegal gambling ring happening in the basement of the dorms. They are betting large amounts of money and things are getting tense between players.,Security / Discipline,Medium
There is an active fire in the trash bin behind the cafeteria. The flames are reaching the wooden fence nearby. We need a fire extinguisher and professional help immediately.,Security / Discipline,High
I witnessed a hit and run in the student parking lot. A silver SUV hit a parked motorcycle and just drove off without leaving a note. I have a partial license plate number if you need it.,Security / Discipline,Medium
"I lost my student ID card somewhere between the gym and the library. I've already deactivated it, but if someone finds it, I'd like to get it back so I don't have to pay for a new one.",Security / Discipline,Low
Someone is throwing water balloons from the 5th floor of the dorms at people walking below. It’s annoying and someone's laptop almost got ruined. Can someone go up there and tell them to stop?,Security / Discipline,Low
My ex-boyfriend is standing outside my classroom and won't let me leave. He’s yelling and making a scene. I have a restraining order against him and he’s not supposed to be on campus.,Security / Discipline,High
There’s a group of people using the university's high-speed internet to host an illegal file-sharing server. It’s slowing down the connection for everyone else in the building.,Security / Discipline,Low
I saw a man taking photos of students through the windows of the locker rooms. He ran away when he realized I saw him. He was wearing a grey hoodie and carrying a professional camera.,Security / Discipline,High
"The emergency exit sign in the auditorium is burnt out. If there was a power outage, it would be impossible to find the way out in the dark.",Security / Discipline,Low
Someone stole the catalytic converter off my car while it was parked in the overnight lot. The car is now making a deafening noise and I can't drive it home. This is getting out of hand.,Security / Discipline,Medium
I noticed that the security guard at the front gate is often asleep during the night shift. I’ve walked past him three times this week and he didn't even notice I was there.,Security / Discipline,Medium
There is a person on the roof of the 10-story admin building and they are standing very close to the edge. They look like they might jump. Please send a crisis team immediately.,Security / Discipline,High
A group of students is using the chemistry lab after hours without supervision to make some kind of homemade fireworks. I’m worried they are going to cause an explosion.,Security / Discipline,High
"I found a suspicious USB drive plugged into one of the public computers in the library. I didn't open it because I was afraid of malware, but it looked intentionally hidden.",Security / Discipline,Low
"Someone is consistently stealing packages from the mailroom area. My textbook was delivered yesterday but when I went to pick it up, the box was gone. Many others are complaining too.",Security / Discipline,Medium
I was just threatened with a weapon in the park area near the campus entrance. The guy told me to give him my watch or he’d hurt me. I managed to run away but he’s still there.,Security / Discipline,High
The gate to the construction site is wide open and there are kids playing on the scaffolding. It’s really dangerous and someone is going to fall and get killed.,Security / Discipline,High
"I’d like to report a student for plagiarism, but they are also threatening me if I tell the professor. I feel unsafe and don't know how to handle the disciplinary side of this.",Security / Discipline,Medium
The panic button in my office isn't responding. I tried to do a routine check and the light didn't come on. Can someone from the technical team come and fix it today?,Security / Discipline,Medium
There is a large group of people protesting outside the main hall and they are blocking the entrance so nobody can get to their exams. Things are starting to get heated between students and protesters.,Security / Discipline,Medium
I saw someone breaking the locks on the vending machines in the basement of the dorms. They have a bag full of snacks and cash. They are still there right now.,Security / Discipline,Medium
I am being stalked by a student in my major. They follow me to every class and wait outside the bathroom for me. I’ve told them to stop but they won't. I'm starting to feel very unsafe.,Security / Discipline,High
Someone spilled oil all over the stairs in the science building and didn't clean it up. I saw two people slip and fall already. It’s a major hazard.,Security / Discipline,Medium
I’d like to suggest more frequent bag checks at the entrance of the stadium for tonight's game. There are rumors that some people are planning to bring in prohibited items.,Security / Discipline,Low
A student just collapsed in the hallway and is having a seizure. There’s no one around who knows first aid. We need medical assistance at the West wing immediately!,Security / Discipline,High
"Someone is using the university's name and logo to run a scam on social media, asking for ""tuition deposits"" via Venmo. Several students have already lost money.",Security / Discipline,Medium
I witnessed a student being physically assaulted by their partner in the parking lot. The person was being pushed against a car and looked like they were in a lot of pain.,Security / Discipline,High
"The backup generator for the security lights in the dorms didn't kick in during the brief power flicker today. If the power goes out for real, we will be in total darkness.",Security / Discipline,Medium
There is a drone hovering outside my third-story window and it’s been there for ten minutes. This is a massive breach of my privacy and I want it stopped.,Security / Discipline,Medium
I found a knife hidden in the bushes near the daycare center. I haven't touched it. It looks like it was ditched there recently.,Security / Discipline,High
"My roommate has a cat in our dorm room, which is strictly against the rules because I have a severe allergy. I’ve asked them to move it, but they refuse. I can't breathe in my own room.",Security / Discipline,Medium
I’d like to report a faulty lock on the equipment shed near the athletic fields. It’s very easy to just pull the door open without a key.,Security / Discipline,Low
Someone is trying to break into the pharmacy in the health center. I can hear glass breaking and there are shadows moving inside. It’s 2:00 AM and the center is closed.,Security / Discipline,High
There is a lot of broken glass in the sand at the campus volleyball court. It’s very dangerous for people playing barefoot. Can it be cleaned up?,Security / Discipline,Low
I received a physical letter in my campus mailbox that contains a death threat. It’s made of cut-out magazine letters. I’m at the security desk now but it's empty.,Security / Discipline,High
Someone is operating an unauthorized food stall in the quad. They aren't wearing gloves and the food doesn't look like it’s being kept at the right temperature.,Security / Discipline,Low
I saw a group of people jumping the fence into the campus pool after it was closed. They were drinking and pushing each other into the deep end. There’s no lifeguard on duty.,Security / Discipline,Medium
I was just involved in a fender bender near the main gate. The other driver is being very aggressive and refusing to show me their insurance. I feel threatened by their behavior.,Security / Discipline,Medium
There’s a person in the computer lab who is looking at very disturbing and violent imagery. It’s making everyone around them feel extremely uncomfortable and unsafe.,Security / Discipline,Medium
I noticed that the fire extinguishers in the old dorm building are all expired. The inspection tags say they were last checked three years ago.,Security / Discipline,Medium
A student is being bullied in the group chat for our course. The messages have turned into threats of physical violence. I have screenshots if you need to see them.,Security / Discipline,Medium
"I think someone is living in the basement of the library. I found a sleeping bag, some food wrappers, and personal items tucked behind the old archives.",Security / Discipline,Low
There is an unattended pressure cooker sitting in the middle of the hallway in the physics department. It looks very suspicious and nobody knows who it belongs to.,Security / Discipline,High
I’d like to report a student for using a stolen credit card at the campus bookstore. I saw the name on the card and it definitely didn't match their ID.,Security / Discipline,Low
Someone is shining a high-powered laser pointer into the eyes of drivers entering the campus. This is incredibly dangerous and could cause a major accident.,Security / Discipline,High
"I found a backpack full of expensive camera gear in the park. I’ve brought it to the lost and found, but I wanted to make sure it was logged.",Security / Discipline,Low
"My dorm room was ransacked while I was at dinner. My jewelry and my passport are missing. The door was locked, so I don't know how they got in.",Security / Discipline,High
There is a tree branch that has partially fallen and is hanging over the main walking path. It looks like it could fall the rest of the way at any moment.,Security / Discipline,Medium
I saw someone trying to sell drugs behind the basketball courts. They were showing a small bag of pills to a group of younger students.,Security / Discipline,High
"The card reader at the entrance of the girls' dorm is broken. We have to leave the door propped open so people can get in, which means anyone can enter the building.",Security / Discipline,High
I’d like to report a case of harassment by a faculty member. They have been sending me inappropriate messages and implying that my grade depends on me meeting them outside of school.,Security / Discipline,High
"Someone is using the emergency exit as a regular door in the science building, and the alarm keeps going off every five minutes. It’s making it impossible to focus on the lecture.",Security / Discipline,Low
I witnessed a student being forced into a van near the edge of campus. The van was white and had no plates. It happened very fast and they were screaming.,Security / Discipline,High
"I’ve been trying to pay my semester tuition for three days now, but the portal keeps giving me a ""Server Error 500."" The payment deadline is today at 5:00 PM, and if I don't pay, I'll lose my enrollment and my scholarship. Please, I need a manual way to pay or an extension immediately.",Administration,High
"My name is spelled incorrectly on the official graduation list. It says ""Jonathon"" instead of ""Jonathan."" I’ve already submitted the correction form twice, but it still hasn't been updated on the portal.",Administration,Low
"I urgently need my official transcript for a visa interview that is happening tomorrow morning. I requested it two weeks ago and was told it would be ready by today, but the office says it’s still ""in process."" Without this document, my study abroad plans are ruined.",Administration,High
I’d like to suggest that the administration office stays open until 6:00 PM on Wednesdays. Many of us have labs all day and can never make it before you close at 4:30 PM.,Administration,Low
"My student portal shows that I owe a $500 ""Library Fee,"" but I haven't checked out a single book all year. I went to the library and they confirmed I owe nothing, so this must be an administrative error on my account.",Administration,Medium
"I’m trying to register for my final year electives, but the system says I haven't completed the prerequisites for ""Advanced AI,"" even though I passed the introductory course last semester with an A. The registration window closes in two hours and the class is almost full.",Administration,High
I submitted my application for the work-study program over a month ago and haven't heard anything back. Most of my friends already have their assignments. Could someone please check if my application was even received?,Administration,Medium
"The ""Contact Us"" form on the university website is broken. Every time I hit submit, the page just refreshes and clears all my text. It's very frustrating when trying to reach out for help.",Administration,Low
"I was told my scholarship would be disbursed by the first week of the month. It’s now the third week, and I don't have enough money to pay my rent or buy groceries. I need to know exactly when the funds will be released.",Administration,High
I’ve noticed that the degree audit tool in the portal is very confusing. It says I’m missing a core credit that doesn't exist in my curriculum handbook. A simple guide on how to read the audit would be very helpful.,Administration,Low
"My student ID card has been blocked for ""administrative reasons,"" but nobody can tell me why. I can't get into the lab, the library, or the dining hall. I feel like I'm being locked out of the university I pay for.",Administration,Medium
"I just received an email saying I’ve been withdrawn from the university for non-attendance, but I have attended every single lecture. There must be a massive mistake in the digital roll-call system. Please fix this before my parents see the notification!",Administration,High
The printer in the self-service admin kiosk is out of ink again. I’m trying to print my enrollment certificate for a bank loan and I can't wait until Monday for a refill.,Administration,Low
I’ve been waiting in the queue at the Registrar’s office for three hours. There is only one person working at the desk while five others are visible in the back just chatting. This is a total lack of respect for student time.,Administration,Medium
My transfer credits from my previous university still haven't appeared on my record after four months. This is preventing me from enrolling in upper-level courses. I’ve sent the syllabus three times now.,Administration,Medium
I’m an international student and my I-20 form has a mistake in the funding section. I have my flight in two days and I cannot clear customs with an incorrect document. This is a critical error that needs to be fixed today.,Administration,High
Can we get a digital version of the student handbook? The physical copies are heavy and most of us just end up losing them anyway.,Administration,Low
"The refund for my canceled housing contract hasn't been processed yet. It's been 60 days, and the policy says it should take 30. I really need that money back for my current living expenses.",Administration,Medium
I witnessed a staff member at the front desk being extremely dismissive and rude to a student who was struggling with a language barrier. It was very unprofessional and didn't reflect well on our campus values.,Administration,Medium
"Is there a way to update my emergency contact information online? Currently, the portal says I have to come to the office in person, which seems a bit outdated for 2026.",Administration,Low
"My minor in Psychology is not showing up on my graduation application. I have completed all the requirements, but the system only lists my Major. I don't want to graduate with an incomplete degree.",Administration,Medium
"I am receiving a ""Hold"" on my account for a medical immunization record that I already uploaded three times. I can't register for classes until this hold is removed.",Administration,Medium
"I’m trying to change my major from Biology to Chemistry, but the advisor says the ""Admin Department"" hasn't processed the paperwork I signed two months ago. Now the Chemistry classes are all full.",Administration,Medium
"I think the deadline for the ""Late Drop"" should be extended. With the flu going around, many of us missed the original date because we were too sick to even get out of bed.",Administration,Low
I just found out that my financial aid was reduced by 50% without any prior notice. I can't afford the remaining balance and I’ll have to drop out this week if this isn't corrected.,Administration,High
"The university calendar says that Monday is a holiday, but my professor says we have an exam. Who is right? There is zero consistency in the communications we are getting.",Administration,Medium
"I need a letter confirming my student status for my health insurance provider. Is there an automated way to generate this, or do I have to wait for someone to type it up manually?",Administration,Low
My student email has been deactivated without warning. I have all my project files and communication with recruiters in that inbox. I need access restored immediately.,Administration,High
"There is a mistake in the grading for my Senior Project. The professor says they submitted a ""B,"" but the portal shows a ""D."" He told me it's an ""Admin entry error"" and that I need to talk to you.",Administration,Medium
I’d like to request a change of my student advisor. My current one never replies to emails and has missed our last three scheduled Zoom appointments.,Administration,Low
"I accidentally paid my fees twice because the website froze and I refreshed the page. Now I have a negative balance of $4,000. I need this money back in my bank account as soon as possible.",Administration,High
"The queue system in the admin building is broken. The numbers on the screen don't match the tickets people are holding, and everyone is just shouting over each other.",Administration,Medium
Can the university start accepting Apple Pay for on-campus admin fees? Carrying around exact change for transcript copies is very inconvenient.,Administration,Low
"I was overcharged for my graduation gown rental. I returned it on time, but the system says I was three days late and charged me a $100 penalty.",Administration,Low
"I need to report a breach of confidentiality. My private medical records were accidentally emailed to the entire ""Student Body"" listserv by an admin assistant. This is a massive violation of my privacy.",Administration,High
"The online portal for ""Study Abroad"" applications is incredibly slow. It takes five minutes to load a single page, and then it often times out and loses all my progress.",Administration,Low
"I’m trying to apply for a student loan, but the bank says the university hasn't verified my enrollment status despite multiple requests from their side. The deadline for the loan is tomorrow.",Administration,High
"I’ve been waiting for my replacement student ID for three weeks. I have to get a ""temporary pass"" every single morning, which is a waste of time for both me and the security guards.",Administration,Medium
"The policy regarding ""Incomplete"" grades is very vague. Can someone please clarify if I have one semester or one year to finish the work before it turns into an F?",Administration,Low
"I just found out my name isn't on the list for the upcoming career fair, even though I registered and paid the entrance fee. I have an interview scheduled there and I need to be let in.",Administration,High
"My parent's access to the ""Gusest Portal"" isn't working. They are trying to help me with my financial planning but they can't see the billing statements.",Administration,Low
"I’m being charged for a meal plan that I specifically opted out of during registration. I have the confirmation email proving I chose the ""No Meal Plan"" option.",Administration,Medium
The Dean's List certificates were mailed to my old address even though I updated my current one on the portal months ago. Now my documents are lost in the mail.,Administration,Low
"I’m an athlete and I need my ""Eligibility Certificate"" by noon today to play in the tournament tonight. Admin said they would sign it yesterday but it’s still sitting on someone's desk.",Administration,High
There are several typos in the official University Commencement Program. It’s very embarrassing to have misspelled names and titles for such a formal event.,Administration,Low
"I received an ""Academic Probation"" warning, but my GPA is 3.8. There is clearly a glitch in the data processing for the Faculty of Engineering. This is causing me a lot of unnecessary stress.",Administration,High
"Can we get a clearer map of the administrative building? Finding the ""Student Accounts"" window is like trying to navigate a maze.",Administration,Low
"The Wi-Fi in the admin lobby is non-existent. Since we have to wait there for hours, it would be nice to at least be able to do some homework while we sit.",Administration,Low
"I missed the deadline to apply for my teaching assistantship because the portal was down for ""maintenance"" the entire final day. This wasn't announced beforehand.",Administration,Medium
"My change of address hasn't been processed, so my tax forms were sent to a house I moved out of a year ago. I am very worried about my social security number being exposed.",Administration,High
"I’d like to know if there are any grants available for students who are attending international conferences. The website mentions ""Funding,"" but the link is dead.",Administration,Low
My diploma arrived in the mail today and it is bent and creased because it was shoved into a small envelope. I paid $50 for this and expected it to be handled with care.,Administration,Medium
I am currently in the registrar's office and they are refusing to let me speak to a supervisor even though the clerk has made a major error on my file. I’m not leaving until this is resolved.,Administration,Medium
"The system won't let me register for my capstone project because it says I'm not a ""Senior,"" but I have 95 credits. I need someone to manualy override my status so I can graduate on time.",Administration,High
"Why is there a fee for ""Transcript Verification""? Most other universities provide this for free as part of their student services. It feels like we are being nickel-and-dimed for everything.",Administration,Low
I was dropped from my Nursing clinicals because the admin office lost my CPR certification card. I gave them the original and now they say they never saw it. I can't finish my degree without those hours.,Administration,High
I’d like to suggest that the university uses a more modern platform for course registration. The current 90s-style interface is incredibly hard to use on mobile devices.,Administration,Low
"My financial aid counselor has been changed four times this semester. Every time I get a new one, I have to re-explain my entire financial situation from scratch. It’s exhausting.",Administration,Medium
"I accidentally clicked ""Withdraw from University"" instead of ""Withdraw from Course."" I need this undone immediately before my visa is revoked and I'm forced to leave the country.",Administration,High
"The ""Course Catalog"" for next year still isn't available, and we are supposed to start picking our classes next week. How are we supposed to plan our schedules?",Administration,Medium
I found a bug in the student portal that allows me to see other people's grades. This is a huge security flaw and needs to be fixed before someone with bad intentions finds it.,Administration,High
"I’m trying to apply for the ""Hardship Fund,"" but the application requires a signature from a person who is currently on sabbatical. Is there an alternative signer?",Administration,Medium
I’d like to report that the admin office is frequently closing 15 minutes earlier than the posted time. I got there at 4:15 yesterday and the doors were already locked.,Administration,Low
"My parking permit was mailed to the wrong dorm. Someone else now has a permit that I paid $200 for, and I’m getting tickets for parking without one.",Administration,Medium
"I’ve been trying to call the financial aid office for two hours and the line is just busy. Do you only have one phone line for 20,000 students?",Administration,Low
"I’m a veteran and my GI Bill benefits haven't been certified by the university yet. The VA says they are waiting on you. If this isn't done by Friday, I won't get my housing allowance.",Administration,High
"There is a mistake in the room assignment for my mid-term exam. The portal says Room 302, but the professor says Room 105. Half the class is going to go to the wrong place.",Administration,Medium
I’d like to request a formal letter of recommendation from the Dean’s office for a prestigious internship. What is the standard procedure for this?,Administration,Low
"My ""Statement of Account"" is completely unreadable. It’s just a list of codes like ""FEE_01"" and ""AD_99"" with no explanation of what I’m actually paying for.",Administration,Low
"I am trapped in a loop between the Department head and the Admin office. Each says the other is responsible for signing my ""Overload Request."" My class starts in an hour and I’m not on the list.",Administration,High
"I was charged a ""Late Registration Fee"" even though I registered on the very first day. The system time-stamp is clearly wrong.",Administration,Low
"I need a copy of my 1098-T form for my taxes. The portal says it’s ""available,"" but when I click the link, nothing happens. My tax deadline is this weekend.",Administration,Medium
"I suspect that my scholarship was revoked by mistake. I still meet all the GPA and credit requirements, but my account shows I’m now paying the ""Out-of-State"" rate.",Administration,High
"Can the university provide a more detailed breakdown of where our ""General Student Fee"" goes? It’s a lot of money and we don't see much benefit from it.",Administration,Low
"My student email is being flooded with ""Admin Notifications"" for events I never signed up for. Is there a way to opt out of these mass emails?",Administration,Low
"I was promised a tuition waiver for my research assistant position, but I just got a bill for the full amount. My supervisor is out of the country and I can't reach them to verify.",Administration,High
"The ""Student Success"" portal is anything but. It has crashed three times while I was trying to upload my mandatory advising worksheet.",Administration,Low
I need to change my legal name in the system following my marriage. I have all the court documents ready. Can I do this via email or do I have to come in?,Administration,Low
"I missed my chance to study abroad in Japan because the admin office took six weeks to sign a simple ""Good Standing"" form. By the time I got it, the program was full. I am extremely disappointed.",Administration,High
"My transcript shows an ""F"" for a class I dropped during the ""Add/Drop"" period. I have the confirmation number from the day I dropped it. This is going to ruin my grad school applications.",Administration,High
"The ""Forgot Password"" link on the student portal isn't sending any emails. I’ve checked my spam and my alternate email. I’m locked out of my homework assignments.",Administration,Medium
"I’d like to suggest that the university uses a more eco-friendly paper for its mass mailings. Or better yet, stop mailing us physical letters for things that could be an email.",Administration,Low
"I’m being blocked from graduation because of a $5 ""Late Fee"" from three years ago that I was never told about. This is ridiculous. I’ve already paid $80,000 in tuition.",Administration,Medium
"My ""Letter of Completion"" has the wrong graduation date on it. My employer needs the correct date to start my contract next week. Please re-issue it today.",Administration,High
"The staff at the records office are taking their lunch break all at the same time, leaving the desk unattended for an hour. There is a huge line forming.",Administration,Low
"I applied for a ""Course Waiver"" based on my professional experience. It’s been three months and I still don't have an answer. I need to know if I have to take this class or not.",Administration,Medium
My Pell Grant disappeared from my financial aid package overnight. I haven't changed my status or my income. I need to know what happened to my funding.,Administration,High
Is there a way to get my student ID photo changed? The one I have is from four years ago and I don't even look like that person anymore.,Administration,Low
